,NO_1,NO_2,NO_3,NO_4,NO_5
2025-04-09 23:00:00+02:00,46.93,48.91,20.64,1.36,41.32
2025-04-10 00:00:00+02:00,45.98,47.18,11.32,1.4,37.55
2025-04-10 01:00:00+02:00,44.35,47.14,17.8,1.35,37.56
2025-04-10 02:00:00+02:00,45.73,47.29,9.99,1.35,37.58
2025-04-10 03:00:00+02:00,46.96,48.87,9.92,1.35,38.11
2025-04-10 04:00:00+02:00,50.14,49.76,5.06,1.33,40.86
2025-04-10 05:00:00+02:00,51.11,51.24,5.1,1.31,41.68
2025-04-10 06:00:00+02:00,62.66,59.69,3.03,1.28,50.18
2025-04-10 07:00:00+02:00,155.39,152.43,3.09,1.3,125.64
2025-04-10 08:00:00+02:00,122.41,120.26,9.91,1.22,100.69
2025-04-10 09:00:00+02:00,63.23,62.78,13.52,1.08,53.75
2025-04-10 10:00:00+02:00,50.15,51.01,28.15,1.06,47.22
2025-04-10 11:00:00+02:00,47.48,48.67,20.18,1.09,43.4
2025-04-10 12:00:00+02:00,45.14,46.28,19.04,1.09,41.23
2025-04-10 13:00:00+02:00,32.71,32.25,6.79,1.26,29.88
2025-04-10 14:00:00+02:00,22.55,23.02,10.9,1.16,20.83
2025-04-10 15:00:00+02:00,21.93,21.38,3.2,1.09,20.07
2025-04-10 16:00:00+02:00,38.52,38.76,11.29,1.08,35.21
2025-04-10 17:00:00+02:00,43.81,44.87,18.23,1.08,40.07
2025-04-10 18:00:00+02:00,43.36,44.88,20.71,1.09,40.71
2025-04-10 19:00:00+02:00,42.41,43.77,18.62,1.1,39.57
2025-04-10 20:00:00+02:00,39.3,40.49,18.67,1.12,37.03
2025-04-10 21:00:00+02:00,37.94,39.1,17.9,1.23,35.71
2025-04-10 22:00:00+02:00,35.2,36.28,15.43,1.19,33.15
2025-04-10 23:00:00+02:00,25.76,26.53,11.51,1.14,24.33
2025-04-11 00:00:00+02:00,20.38,20.94,10.53,1.3,19.34
2025-04-11 01:00:00+02:00,16.15,16.57,8.41,1.31,15.36
2025-04-11 02:00:00+02:00,16.13,16.55,8.48,1.32,15.35
2025-04-11 03:00:00+02:00,14.4,14.74,8.1,1.33,13.77
2025-04-11 04:00:00+02:00,19.45,19.91,10.91,1.34,18.59
2025-04-11 05:00:00+02:00,25.44,26.08,14.08,1.34,24.3
2025-04-11 06:00:00+02:00,42.62,44.44,23.41,1.35,39.7
2025-04-11 07:00:00+02:00,48.01,49.37,45.4,1.35,46.17
2025-04-11 08:00:00+02:00,51.59,51.29,49.62,2.13,52.11
2025-04-11 09:00:00+02:00,44.22,43.97,42.54,2.39,44.67
2025-04-11 10:00:00+02:00,32.52,32.34,31.28,1.39,32.85
2025-04-11 11:00:00+02:00,14.57,14.49,14.04,1.42,14.71
2025-04-11 12:00:00+02:00,14.44,14.6,10.82,2.11,14.15
2025-04-11 13:00:00+02:00,19.57,19.98,11.85,1.55,18.83
2025-04-11 14:00:00+02:00,18.7,19.0,12.39,1.4,18.14
2025-04-11 15:00:00+02:00,17.37,17.51,13.66,1.35,17.67
2025-04-11 16:00:00+02:00,35.59,36.62,8.89,1.34,26.7
2025-04-11 17:00:00+02:00,46.4,48.28,8.11,1.39,36.55
2025-04-11 18:00:00+02:00,47.59,50.89,9.53,1.05,40.95
2025-04-11 19:00:00+02:00,46.77,50.97,11.7,1.01,40.72
2025-04-11 20:00:00+02:00,46.18,50.66,14.25,1.04,40.46
2025-04-11 21:00:00+02:00,45.93,50.4,11.58,1.08,39.0
2025-04-11 22:00:00+02:00,44.27,49.03,10.62,1.1,37.01
2025-04-11 23:00:00+02:00,41.04,46.94,19.5,1.07,33.95
2025-04-12 00:00:00+02:00,42.47,48.71,12.45,1.04,34.8
2025-04-12 01:00:00+02:00,42.19,48.78,11.21,1.01,32.54
2025-04-12 02:00:00+02:00,42.06,49.03,10.31,1.0,32.6
2025-04-12 03:00:00+02:00,41.85,49.16,12.98,0.97,32.61
2025-04-12 04:00:00+02:00,42.74,49.46,10.73,0.83,34.17
2025-04-12 05:00:00+02:00,43.96,49.64,10.19,0.99,34.26
2025-04-12 06:00:00+02:00,44.0,50.11,13.05,1.02,34.95
2025-04-12 07:00:00+02:00,43.96,50.39,11.03,1.05,34.91
2025-04-12 08:00:00+02:00,48.08,49.79,4.78,1.06,34.81
2025-04-12 09:00:00+02:00,47.21,48.69,3.94,1.06,36.16
2025-04-12 10:00:00+02:00,42.84,47.43,4.71,1.05,35.01
2025-04-12 11:00:00+02:00,41.02,46.05,9.14,1.04,38.08
2025-04-12 12:00:00+02:00,29.96,36.38,15.24,1.06,33.37
2025-04-12 13:00:00+02:00,28.9,36.59,12.22,0.0,33.15
2025-04-12 14:00:00+02:00,29.61,38.05,11.58,0.0,34.3
2025-04-12 15:00:00+02:00,34.24,44.63,16.17,1.0,35.49
2025-04-12 16:00:00+02:00,40.1,48.05,10.0,1.02,37.0
2025-04-12 17:00:00+02:00,45.05,48.71,9.91,0.99,35.29
2025-04-12 18:00:00+02:00,45.57,51.37,23.08,1.05,38.33
2025-04-12 19:00:00+02:00,55.47,53.96,22.9,1.07,38.4
2025-04-12 20:00:00+02:00,54.16,61.76,13.56,1.06,39.36
2025-04-12 21:00:00+02:00,51.46,57.49,13.67,1.07,38.83
2025-04-12 22:00:00+02:00,49.86,54.17,10.09,1.09,38.4
2025-04-12 23:00:00+02:00,47.1,53.11,17.81,1.07,36.88
2025-04-13 00:00:00+02:00,48.89,51.15,3.02,1.05,37.54
2025-04-13 01:00:00+02:00,47.17,50.22,5.76,1.05,36.53
2025-04-13 02:00:00+02:00,39.56,44.2,3.0,1.07,28.01
2025-04-13 03:00:00+02:00,28.06,29.25,2.8,1.09,22.25
2025-04-13 04:00:00+02:00,30.42,31.71,3.0,1.09,23.93
2025-04-13 05:00:00+02:00,32.14,33.39,5.33,1.09,26.25
2025-04-13 06:00:00+02:00,29.0,28.5,5.65,1.13,27.36
2025-04-13 07:00:00+02:00,27.42,26.86,4.92,1.1,25.91
2025-04-13 08:00:00+02:00,14.59,14.04,3.09,1.12,14.01
2025-04-13 09:00:00+02:00,5.94,5.96,5.27,1.14,6.16
2025-04-13 10:00:00+02:00,2.75,2.74,2.68,1.11,2.77
2025-04-13 11:00:00+02:00,1.21,1.24,0.96,0.8,1.39
2025-04-13 12:00:00+02:00,4.0,4.11,1.43,0.08,3.7
2025-04-13 13:00:00+02:00,4.46,4.59,1.53,0.1,4.12
2025-04-13 14:00:00+02:00,6.25,6.43,2.18,0.14,5.78
2025-04-13 15:00:00+02:00,9.09,9.29,4.36,1.1,8.54
2025-04-13 16:00:00+02:00,24.65,25.46,6.48,1.08,21.3
2025-04-13 17:00:00+02:00,34.26,38.94,2.7,1.05,26.39
2025-04-13 18:00:00+02:00,45.92,49.9,3.06,1.07,33.72
2025-04-13 19:00:00+02:00,46.26,50.69,3.13,1.04,34.02
2025-04-13 20:00:00+02:00,46.98,50.96,3.05,1.06,34.9
2025-04-13 21:00:00+02:00,45.3,50.42,2.34,1.04,30.87
2025-04-13 22:00:00+02:00,40.91,49.9,2.91,1.04,28.0
2025-04-13 23:00:00+02:00,18.03,49.61,4.41,1.04,20.29
2025-04-14 00:00:00+02:00,9.14,49.13,3.2,0.73,13.81
2025-04-14 01:00:00+02:00,6.51,49.24,3.21,1.01,13.36
2025-04-14 02:00:00+02:00,6.22,49.38,3.09,1.02,13.2
2025-04-14 03:00:00+02:00,8.53,49.25,3.01,1.04,14.92
2025-04-14 04:00:00+02:00,8.2,48.9,3.01,1.05,14.77
2025-04-14 05:00:00+02:00,37.3,48.62,3.05,1.04,19.0
2025-04-14 06:00:00+02:00,42.78,48.77,7.43,1.08,31.47
2025-04-14 07:00:00+02:00,48.09,51.55,3.37,1.09,37.04
2025-04-14 08:00:00+02:00,47.66,52.85,9.99,1.03,37.39
2025-04-14 09:00:00+02:00,46.86,50.72,3.29,1.18,36.16
2025-04-14 10:00:00+02:00,45.56,49.96,3.0,1.15,33.08
2025-04-14 11:00:00+02:00,42.32,49.52,2.91,1.1,26.8
2025-04-14 12:00:00+02:00,40.08,49.44,7.33,1.1,25.0
2025-04-14 13:00:00+02:00,39.63,49.12,5.03,1.08,24.07
2025-04-14 14:00:00+02:00,39.57,49.21,3.28,1.06,21.14
2025-04-14 15:00:00+02:00,40.57,49.36,3.09,1.06,23.32
2025-04-14 16:00:00+02:00,43.5,49.47,4.49,1.05,30.77
2025-04-14 17:00:00+02:00,43.95,49.64,8.84,1.07,32.4
2025-04-14 18:00:00+02:00,50.73,49.97,8.44,1.07,34.63
2025-04-14 19:00:00+02:00,50.97,50.73,7.43,1.07,37.21
2025-04-14 20:00:00+02:00,48.89,51.01,8.07,1.07,38.05
2025-04-14 21:00:00+02:00,53.59,52.98,9.13,1.08,37.28
2025-04-14 22:00:00+02:00,51.49,51.17,8.69,1.09,37.03
2025-04-14 23:00:00+02:00,50.54,50.14,8.97,1.08,36.15
2025-04-15 00:00:00+02:00,45.43,50.1,7.49,0.83,34.94
2025-04-15 01:00:00+02:00,48.49,49.98,8.99,0.6,34.89
2025-04-15 02:00:00+02:00,45.02,49.83,8.28,0.83,34.67
2025-04-15 03:00:00+02:00,48.58,49.72,9.0,1.02,34.59
2025-04-15 04:00:00+02:00,44.7,49.22,8.18,1.1,34.43
2025-04-15 05:00:00+02:00,44.02,48.39,9.69,1.39,34.26
2025-04-15 06:00:00+02:00,44.19,49.21,11.16,1.36,35.25
2025-04-15 07:00:00+02:00,45.85,49.63,7.4,0.06,37.84
2025-04-15 08:00:00+02:00,43.59,47.81,9.69,1.39,35.24
2025-04-15 09:00:00+02:00,43.77,45.61,5.65,1.38,34.76
2025-04-15 10:00:00+02:00,35.65,37.06,6.99,1.38,28.68
2025-04-15 11:00:00+02:00,26.33,26.26,9.97,1.32,25.01
2025-04-15 12:00:00+02:00,22.26,22.59,11.96,1.17,21.08
2025-04-15 13:00:00+02:00,17.9,18.15,10.12,1.31,17.0
2025-04-15 14:00:00+02:00,5.41,5.43,4.73,1.33,5.32
2025-04-15 15:00:00+02:00,21.21,21.14,9.44,1.19,20.28
2025-04-15 16:00:00+02:00,25.74,28.48,10.86,1.16,25.03
2025-04-15 17:00:00+02:00,29.7,30.12,16.46,1.18,28.21
2025-04-15 18:00:00+02:00,26.79,27.27,11.92,1.33,25.01
2025-04-15 19:00:00+02:00,31.23,31.86,12.38,1.33,28.92
2025-04-15 20:00:00+02:00,39.04,40.27,8.32,1.33,33.82
2025-04-15 21:00:00+02:00,41.9,43.6,5.6,1.3,34.08
2025-04-15 22:00:00+02:00,32.77,37.33,3.39,1.14,31.75
2025-04-15 23:00:00+02:00,16.76,45.1,3.05,1.1,21.08
2025-04-16 00:00:00+02:00,14.73,42.46,2.96,1.1,18.5
2025-04-16 01:00:00+02:00,8.26,45.55,2.93,1.07,13.89
2025-04-16 02:00:00+02:00,7.31,46.84,2.92,1.05,13.46
2025-04-16 03:00:00+02:00,8.85,47.03,2.95,1.06,14.71
2025-04-16 04:00:00+02:00,16.5,44.9,2.95,1.06,20.4
2025-04-16 05:00:00+02:00,38.06,39.74,2.61,1.16,27.48
2025-04-16 06:00:00+02:00,43.37,45.59,2.9,1.05,31.97
2025-04-16 07:00:00+02:00,46.36,49.94,3.05,1.07,34.73
2025-04-16 08:00:00+02:00,47.06,51.16,3.34,1.09,34.84
2025-04-16 09:00:00+02:00,46.41,50.53,4.15,1.17,34.38
2025-04-16 10:00:00+02:00,46.05,49.94,3.95,1.32,34.0
2025-04-16 11:00:00+02:00,44.44,49.09,3.2,1.33,31.62
2025-04-16 12:00:00+02:00,36.78,44.91,3.05,1.34,29.88
2025-04-16 13:00:00+02:00,24.58,23.73,3.0,1.06,23.41
2025-04-16 14:00:00+02:00,28.02,27.12,3.0,1.06,26.62
2025-04-16 15:00:00+02:00,45.48,49.91,3.4,1.06,33.56
2025-04-16 16:00:00+02:00,46.89,51.15,3.33,1.06,34.66
2025-04-16 17:00:00+02:00,41.75,51.64,5.15,0.95,34.67
2025-04-16 18:00:00+02:00,34.23,53.09,10.59,0.29,31.31
2025-04-16 19:00:00+02:00,33.64,53.99,10.65,0.52,30.86
2025-04-16 20:00:00+02:00,35.53,53.75,11.64,0.94,32.63
2025-04-16 21:00:00+02:00,44.42,51.24,3.88,1.05,35.19
2025-04-16 22:00:00+02:00,46.72,51.07,2.91,1.1,34.98
2025-04-16 23:00:00+02:00,45.92,50.38,2.6,1.14,34.27
2025-04-17 00:00:00+02:00,42.74,50.14,8.9,1.08,29.69
2025-04-17 01:00:00+02:00,42.38,49.92,8.12,1.09,28.94
2025-04-17 02:00:00+02:00,42.36,49.95,7.52,1.08,28.48
2025-04-17 03:00:00+02:00,44.19,49.14,3.31,1.19,31.04
2025-04-17 04:00:00+02:00,44.2,49.34,3.38,1.22,30.86
2025-04-17 05:00:00+02:00,45.99,49.47,3.42,1.32,34.09
2025-04-17 06:00:00+02:00,47.23,51.26,3.7,1.42,34.66
2025-04-17 07:00:00+02:00,48.38,52.34,6.08,1.54,34.39
2025-04-17 08:00:00+02:00,52.46,53.13,3.61,1.6,29.82
2025-04-17 09:00:00+02:00,53.91,56.31,2.26,1.61,27.78
2025-04-17 10:00:00+02:00,50.2,52.48,2.61,1.67,29.71
2025-04-17 11:00:00+02:00,49.81,52.19,0.93,1.42,27.77
2025-04-17 12:00:00+02:00,49.03,51.38,0.33,1.31,28.01
2025-04-17 13:00:00+02:00,49.83,52.23,0.34,1.08,21.64
2025-04-17 14:00:00+02:00,49.96,52.37,0.18,1.09,25.04
2025-04-17 15:00:00+02:00,50.21,52.61,0.0,1.09,28.02
2025-04-17 16:00:00+02:00,50.56,52.94,0.27,1.12,28.02
2025-04-17 17:00:00+02:00,50.12,52.51,0.4,1.43,33.34
2025-04-17 18:00:00+02:00,50.93,52.42,0.74,1.5,32.4
2025-04-17 19:00:00+02:00,47.7,51.31,2.48,1.53,34.27
2025-04-17 20:00:00+02:00,48.49,52.31,1.08,1.53,34.3
2025-04-17 21:00:00+02:00,48.67,52.76,0.83,1.45,34.14
2025-04-17 22:00:00+02:00,46.73,52.34,0.86,1.39,30.59
2025-04-17 23:00:00+02:00,46.24,52.08,0.65,1.34,29.7
2025-04-18 00:00:00+02:00,43.85,52.09,0.25,1.66,25.77
2025-04-18 01:00:00+02:00,45.24,52.15,0.23,1.6,27.97
2025-04-18 02:00:00+02:00,45.05,52.24,0.3,1.5,27.98
2025-04-18 03:00:00+02:00,44.87,52.1,0.36,1.6,28.26
2025-04-18 04:00:00+02:00,46.17,51.87,0.27,1.63,30.73
2025-04-18 05:00:00+02:00,45.34,52.06,0.83,1.67,29.78
2025-04-18 06:00:00+02:00,46.63,52.02,2.27,1.67,32.14
2025-04-18 07:00:00+02:00,46.82,52.16,3.14,1.76,32.72
2025-04-18 08:00:00+02:00,46.76,52.22,3.89,1.69,33.09
2025-04-18 09:00:00+02:00,45.82,52.08,7.16,1.66,32.74
2025-04-18 10:00:00+02:00,44.86,50.58,6.0,1.6,32.15
2025-04-18 11:00:00+02:00,42.97,51.15,4.99,1.33,28.17
2025-04-18 12:00:00+02:00,46.02,52.38,2.97,1.11,30.89
2025-04-18 13:00:00+02:00,44.61,52.16,3.01,1.09,29.09
2025-04-18 14:00:00+02:00,44.35,52.01,3.0,1.08,27.28
2025-04-18 15:00:00+02:00,45.03,52.17,3.03,1.08,28.23
2025-04-18 16:00:00+02:00,46.61,52.1,3.04,1.28,29.92
2025-04-18 17:00:00+02:00,47.62,52.51,3.19,1.34,32.22
2025-04-18 18:00:00+02:00,48.25,53.64,3.23,1.35,31.63
2025-04-18 19:00:00+02:00,47.76,52.84,3.35,1.1,33.47
2025-04-18 20:00:00+02:00,47.53,52.71,3.08,1.3,33.39
2025-04-18 21:00:00+02:00,47.55,52.4,3.0,1.24,33.94
2025-04-18 22:00:00+02:00,47.12,52.02,2.91,1.32,33.26
2025-04-18 23:00:00+02:00,44.77,50.55,3.0,1.1,31.11
2025-04-19 00:00:00+02:00,47.25,52.66,2.9,1.1,32.27
2025-04-19 01:00:00+02:00,47.02,52.52,2.73,1.09,32.0
2025-04-19 02:00:00+02:00,46.72,52.43,2.75,1.09,31.55
2025-04-19 03:00:00+02:00,46.45,52.36,2.74,1.09,31.12
2025-04-19 04:00:00+02:00,46.55,52.33,2.55,1.1,31.26
2025-04-19 05:00:00+02:00,46.93,52.36,2.16,1.13,31.86
2025-04-19 06:00:00+02:00,47.19,52.53,1.78,1.21,32.02
2025-04-19 07:00:00+02:00,47.39,52.69,2.71,1.21,32.27
2025-04-19 08:00:00+02:00,47.47,52.52,2.77,1.25,32.62
2025-04-19 09:00:00+02:00,47.25,51.6,2.71,1.3,32.97
2025-04-19 10:00:00+02:00,47.05,49.22,1.32,1.16,30.17
2025-04-19 11:00:00+02:00,37.28,38.93,3.0,1.19,28.73
2025-04-19 12:00:00+02:00,33.89,35.11,7.55,1.22,28.41
2025-04-19 13:00:00+02:00,24.38,24.94,11.24,1.1,22.79
2025-04-19 14:00:00+02:00,29.69,30.62,9.04,1.12,25.94
2025-04-19 15:00:00+02:00,33.55,35.0,3.01,1.19,26.03
2025-04-19 16:00:00+02:00,27.44,42.99,2.06,1.13,22.6
2025-04-19 17:00:00+02:00,46.17,50.26,0.84,1.2,32.19
2025-04-19 18:00:00+02:00,47.62,52.61,0.86,1.41,32.34
2025-04-19 19:00:00+02:00,48.56,54.25,0.69,1.45,32.49
2025-04-19 20:00:00+02:00,49.35,55.22,0.49,1.7,32.64
2025-04-19 21:00:00+02:00,48.91,54.26,0.42,1.69,32.28
2025-04-19 22:00:00+02:00,48.74,53.2,0.38,1.61,31.98
2025-04-19 23:00:00+02:00,48.19,52.79,0.37,1.46,31.21
2025-04-20 00:00:00+02:00,34.67,52.91,1.69,1.37,28.42
2025-04-20 01:00:00+02:00,22.68,52.95,2.73,1.33,21.84
2025-04-20 02:00:00+02:00,21.48,52.85,2.77,1.35,21.18
2025-04-20 03:00:00+02:00,21.14,52.8,2.75,1.33,21.05
2025-04-20 04:00:00+02:00,28.21,52.74,2.6,1.34,25.04
2025-04-20 05:00:00+02:00,38.86,52.79,2.76,1.33,29.11
2025-04-20 06:00:00+02:00,46.31,52.74,2.87,1.35,29.57
2025-04-20 07:00:00+02:00,46.75,52.51,3.01,1.37,30.74
2025-04-20 08:00:00+02:00,46.85,50.6,3.01,1.38,30.82
2025-04-20 09:00:00+02:00,20.62,49.62,5.6,1.39,20.96
2025-04-20 10:00:00+02:00,40.08,44.09,6.25,1.43,29.68
2025-04-20 11:00:00+02:00,38.03,43.15,12.45,1.37,29.06
2025-04-20 12:00:00+02:00,31.3,32.22,12.3,1.39,28.61
2025-04-20 13:00:00+02:00,28.11,31.04,12.58,1.37,23.2
2025-04-20 14:00:00+02:00,34.7,43.68,10.69,1.39,20.28
2025-04-20 15:00:00+02:00,22.78,46.34,5.37,1.38,21.14
2025-04-20 16:00:00+02:00,32.85,49.77,3.32,1.27,25.1
2025-04-20 17:00:00+02:00,48.5,52.59,4.44,1.43,32.85
2025-04-20 18:00:00+02:00,48.61,53.69,5.05,1.37,33.65
2025-04-20 19:00:00+02:00,50.87,56.08,3.21,1.31,33.81
2025-04-20 20:00:00+02:00,51.47,59.52,3.35,1.34,33.59
2025-04-20 21:00:00+02:00,50.48,58.33,3.09,1.37,33.41
2025-04-20 22:00:00+02:00,49.52,55.88,3.02,1.39,33.15
2025-04-20 23:00:00+02:00,48.35,54.76,3.23,1.4,32.67
2025-04-21 00:00:00+02:00,49.62,57.79,7.29,1.34,33.17
2025-04-21 01:00:00+02:00,48.86,56.87,7.41,1.35,32.78
2025-04-21 02:00:00+02:00,48.62,56.59,8.11,1.35,32.77
2025-04-21 03:00:00+02:00,49.5,56.61,4.82,1.33,32.78
2025-04-21 04:00:00+02:00,48.43,56.63,8.52,1.32,32.77
2025-04-21 05:00:00+02:00,49.91,57.46,7.51,1.32,32.89
2025-04-21 06:00:00+02:00,50.32,59.32,10.7,1.31,32.54
2025-04-21 07:00:00+02:00,49.32,57.41,9.9,1.44,33.33
2025-04-21 08:00:00+02:00,48.06,55.42,10.7,1.39,33.64
2025-04-21 09:00:00+02:00,47.49,53.9,9.76,1.39,32.98
2025-04-21 10:00:00+02:00,47.0,53.29,9.6,1.38,31.91
2025-04-21 11:00:00+02:00,46.06,51.12,6.99,1.39,30.65
2025-04-21 12:00:00+02:00,42.58,49.3,7.0,1.36,25.51
2025-04-21 13:00:00+02:00,29.27,30.79,9.59,1.36,22.84
2025-04-21 14:00:00+02:00,32.03,33.07,8.99,1.37,25.33
2025-04-21 15:00:00+02:00,43.98,49.16,6.96,1.36,30.29
2025-04-21 16:00:00+02:00,49.35,53.11,4.97,1.37,31.99
2025-04-21 17:00:00+02:00,52.49,57.33,4.6,1.4,33.03
2025-04-21 18:00:00+02:00,52.45,61.01,8.33,1.35,35.21
2025-04-21 19:00:00+02:00,61.99,65.01,10.2,1.32,33.93
2025-04-21 20:00:00+02:00,52.15,65.01,14.28,1.31,34.43
2025-04-21 21:00:00+02:00,52.0,60.81,9.75,1.32,34.21
2025-04-21 22:00:00+02:00,49.73,57.78,10.69,1.31,33.87
2025-04-21 23:00:00+02:00,48.77,55.87,9.6,1.31,33.58
2025-04-22 00:00:00+02:00,50.39,58.78,8.97,1.32,34.27
2025-04-22 01:00:00+02:00,49.71,57.13,8.92,1.35,33.61
2025-04-22 02:00:00+02:00,51.25,57.09,8.91,1.36,33.27
2025-04-22 03:00:00+02:00,52.02,57.22,8.96,1.36,33.3
2025-04-22 04:00:00+02:00,53.63,58.28,9.0,1.36,34.08
2025-04-22 05:00:00+02:00,53.93,61.18,10.48,1.35,35.43
2025-04-22 06:00:00+02:00,61.28,62.48,7.94,1.43,35.99
2025-04-22 07:00:00+02:00,112.54,149.01,29.48,1.25,35.43
2025-04-22 08:00:00+02:00,158.22,158.91,20.86,1.39,30.84
2025-04-22 09:00:00+02:00,107.22,107.69,22.8,2.49,29.52
2025-04-22 10:00:00+02:00,90.25,90.66,8.91,2.78,34.75
2025-04-22 11:00:00+02:00,85.2,85.58,7.0,1.46,35.1
2025-04-22 12:00:00+02:00,75.93,76.73,6.18,2.33,35.12
2025-04-22 13:00:00+02:00,57.78,65.79,35.84,1.36,43.76
2025-04-22 14:00:00+02:00,60.53,68.77,33.53,1.37,45.63
2025-04-22 15:00:00+02:00,67.6,75.54,21.98,1.36,44.73
2025-04-22 16:00:00+02:00,65.23,77.01,25.05,1.41,43.27
2025-04-22 17:00:00+02:00,90.14,98.96,8.07,2.19,41.66
2025-04-22 18:00:00+02:00,102.7,117.79,8.95,2.45,41.11
2025-04-22 19:00:00+02:00,137.5,183.31,11.32,1.37,41.25
2025-04-22 20:00:00+02:00,253.23,254.87,8.48,3.26,31.57
2025-04-22 21:00:00+02:00,157.28,157.28,8.46,2.74,31.7
2025-04-22 22:00:00+02:00,110.81,111.95,3.09,3.28,39.43
2025-04-22 23:00:00+02:00,95.97,96.95,2.73,2.41,36.98
2025-04-23 00:00:00+02:00,74.07,75.0,5.05,1.35,35.32
2025-04-23 01:00:00+02:00,63.71,65.94,2.91,1.34,38.83
2025-04-23 02:00:00+02:00,61.62,63.9,2.61,1.33,38.29
2025-04-23 03:00:00+02:00,59.82,62.08,2.47,1.34,37.33
2025-04-23 04:00:00+02:00,61.29,63.68,1.56,1.36,37.62
2025-04-23 05:00:00+02:00,65.38,67.99,2.06,1.38,36.98
2025-04-23 06:00:00+02:00,105.4,109.49,1.33,1.39,35.94
2025-04-23 07:00:00+02:00,103.07,118.6,22.09,1.38,52.16
2025-04-23 08:00:00+02:00,97.46,108.98,30.05,2.91,59.99
2025-04-23 09:00:00+02:00,80.86,84.48,34.41,3.32,72.98
2025-04-23 10:00:00+02:00,70.1,73.31,29.75,1.83,63.14
2025-04-23 11:00:00+02:00,64.83,67.78,27.73,1.63,58.43
2025-04-23 12:00:00+02:00,62.34,65.15,26.72,1.5,56.1
2025-04-23 13:00:00+02:00,63.47,66.29,27.22,2.35,57.1
2025-04-23 14:00:00+02:00,64.33,67.2,27.38,2.32,57.96
2025-04-23 15:00:00+02:00,73.03,76.26,8.09,3.97,53.44
2025-04-23 16:00:00+02:00,75.43,78.83,8.03,3.35,51.18
2025-04-23 17:00:00+02:00,82.46,86.16,15.33,2.84,56.87
2025-04-23 18:00:00+02:00,96.21,100.54,8.09,1.93,58.91
2025-04-23 19:00:00+02:00,118.78,128.02,8.01,1.49,56.81
2025-04-23 20:00:00+02:00,130.09,133.69,8.02,1.76,34.34
2025-04-23 21:00:00+02:00,111.62,114.33,12.0,1.73,32.94
2025-04-23 22:00:00+02:00,95.03,97.53,12.61,1.93,33.14
2025-04-23 23:00:00+02:00,81.81,84.27,14.68,1.82,32.61
2025-04-24 00:00:00+02:00,63.89,68.45,24.76,1.37,38.9
2025-04-24 01:00:00+02:00,60.4,63.42,22.0,1.4,38.39
2025-04-24 02:00:00+02:00,58.59,59.15,19.45,1.41,39.35
2025-04-24 03:00:00+02:00,56.22,60.55,23.01,1.44,39.05
2025-04-24 04:00:00+02:00,64.66,64.94,27.14,1.42,38.66
2025-04-24 05:00:00+02:00,69.49,73.6,42.87,1.38,38.98
2025-04-24 06:00:00+02:00,95.76,103.18,47.13,1.4,48.4
2025-04-24 07:00:00+02:00,112.83,117.81,75.01,1.59,79.26
2025-04-24 08:00:00+02:00,110.54,113.79,85.91,1.67,91.67
2025-04-24 09:00:00+02:00,101.02,105.29,68.44,1.97,72.98
2025-04-24 10:00:00+02:00,88.16,93.38,59.75,1.8,51.49
2025-04-24 11:00:00+02:00,80.13,85.4,46.09,2.45,47.02
2025-04-24 12:00:00+02:00,69.93,74.14,38.8,1.47,45.97
2025-04-24 13:00:00+02:00,64.28,68.98,25.66,2.89,40.3
2025-04-24 14:00:00+02:00,63.84,68.72,23.2,1.73,39.0
2025-04-24 15:00:00+02:00,64.31,69.35,22.73,1.53,38.99
2025-04-24 16:00:00+02:00,67.61,72.93,22.82,1.58,41.31
2025-04-24 17:00:00+02:00,67.56,73.2,17.51,1.51,40.85
2025-04-24 18:00:00+02:00,65.81,71.64,13.0,1.7,37.9
2025-04-24 19:00:00+02:00,67.07,72.78,10.63,1.6,43.35
2025-04-24 20:00:00+02:00,94.44,103.99,11.01,1.43,46.82
2025-04-24 21:00:00+02:00,91.64,100.12,20.73,1.63,46.92
2025-04-24 22:00:00+02:00,86.17,93.46,25.76,1.54,47.02
2025-04-24 23:00:00+02:00,63.59,67.92,22.16,1.91,43.15
2025-04-25 00:00:00+02:00,58.2,62.24,19.54,2.39,38.76
2025-04-25 01:00:00+02:00,56.37,60.16,19.17,1.82,38.58
2025-04-25 02:00:00+02:00,55.54,59.24,19.02,1.61,38.49
2025-04-25 03:00:00+02:00,55.61,59.25,20.06,1.59,38.65
2025-04-25 04:00:00+02:00,55.5,59.2,19.14,1.49,38.98
2025-04-25 05:00:00+02:00,60.38,64.81,19.87,1.49,39.22
2025-04-25 06:00:00+02:00,72.69,78.92,21.55,1.44,40.11
2025-04-25 07:00:00+02:00,97.27,106.04,35.14,2.48,47.06
2025-04-25 08:00:00+02:00,99.85,107.75,54.96,2.77,48.39
2025-04-25 09:00:00+02:00,80.89,86.9,36.13,3.3,48.3
2025-04-25 10:00:00+02:00,63.4,67.04,30.64,3.16,47.31
